ID,R_Score,F_Score,M_Score,RFM_Score,RFM_Label
2281,4,1,1,6,New Customers
4073,5,5,5,15,Champions
6974,1,4,5,10,Loyal
7938,1,3,3,7,Regulars
7094,1,5,4,10,Loyal
3667,4,5,5,14,Champions
7723,3,4,5,12,Loyal
3870,4,5,4,13,Champions
4012,3,5,5,13,Loyal
5909,4,4,5,13,Champions
10470,5,2,2,9,New Customers
6488,1,2,2,5,At Risk
10270,5,2,2,9,New Customers
6887,4,4,3,11,Loyal
6406,5,4,5,14,Champions
7573,5,1,2,8,New Customers
4508,1,4,4,9,Regulars
221,1,3,3,7,Regulars
5331,5,3,5,13,Loyal
1911,5,5,5,15,Champions
20,1,2,2,5,At Risk
8786,3,4,3,10,Loyal
10582,5,4,4,13,Champions
1915,3,4,5,12,Loyal
8897,5,5,4,14,Champions
2371,4,2,2,8,New Customers
4303,2,1,2,5,At Risk
6825,1,1,1,3,At Risk
1072,2,2,2,6,At Risk
4964,1,4,4,9,Regulars
2461,2,1,1,4,At Risk
10736,4,4,5,13,Champions
3194,1,4,5,10,Loyal
10839,3,1,1,5,Regulars
49,4,1,1,6,New Customers
4290,5,1,1,7,New Customers
10219,3,1,1,5,Regulars
4211,5,2,2,9,New Customers
1135,1,3,1,5,At Risk
6299,4,5,4,13,Champions
10846,4,4,4,12,Champions
347,4,3,3,10,Loyal
6543,3,3,5,11,Loyal
10446,3,3,4,10,Loyal
3479,3,1,1,5,Regulars
11075,4,3,3,10,Loyal
4442,2,2,2,6,At Risk
199,4,3,3,10,Loyal
6722,1,5,4,10,Loyal
796,5,5,4,14,Champions
3749,3,5,5,13,Loyal
8523,4,2,2,8,New Customers
310,1,4,3,8,Regulars
8629,2,1,1,4,At Risk
236,2,2,2,6,At Risk
3483,2,5,5,12,Loyal
4599,2,4,3,9,Regulars
7326,1,1,2,4,At Risk
7352,4,3,3,10,Loyal
2350,1,4,4,9,Regulars
9145,3,4,5,12,Loyal
2964,5,1,2,8,New Customers
5585,5,2,1,8,New Customers
9687,5,3,4,12,Loyal
3732,2,5,4,11,Loyal
6303,2,4,5,11,Loyal
11176,5,4,3,12,Champions
2986,1,1,1,3,At Risk
7462,2,4,3,9,Regulars
3900,3,4,4,11,Loyal
7034,4,2,1,7,New Customers
9493,5,4,5,14,Champions
1143,3,2,1,6,Regulars
1,5,4,3,12,Champions
3855,2,2,2,6,At Risk
5536,2,4,5,11,Loyal
5989,3,5,5,13,Loyal
9499,1,3,5,9,Regulars
6768,2,1,1,4,At Risk
2150,1,4,5,10,Loyal
6646,4,1,1,6,New Customers
4887,2,1,2,5,At Risk
8560,1,4,4,9,Regulars
3321,3,4,3,10,Loyal
11003,5,2,1,8,New Customers
10402,1,1,1,3,At Risk
9904,3,5,4,12,Loyal
6141,3,3,3,9,Regulars
5687,1,5,5,11,Loyal
10856,3,1,1,5,Regulars
5121,4,4,4,12,Champions
4186,5,2,2,9,New Customers
368,2,3,3,8,Regulars
3312,5,2,2,9,New Customers
11121,2,2,2,6,At Risk
5332,5,3,4,12,Loyal
5848,3,4,5,12,Loyal
10343,4,4,5,13,Champions
5935,2,5,4,11,Loyal
2895,2,2,3,7,Regulars
10262,1,2,1,4,At Risk
7848,5,3,3,11,Loyal
9477,5,4,3,12,Champions
4856,4,5,5,14,Champions
7186,3,1,1,5,Regulars
5794,5,4,3,12,Champions
1456,4,5,4,13,Champions
4877,5,1,1,7,New Customers
425,2,4,4,10,Loyal
3007,3,1,1,5,Regulars
1031,5,5,4,14,Champions
4297,2,2,1,5,At Risk
807,4,3,3,10,Loyal
9553,1,1,1,3,At Risk
4271,1,3,3,7,Regulars
4120,2,3,3,8,Regulars
2036,4,3,3,10,Loyal
115,5,3,3,11,Loyal
4259,1,1,1,3,At Risk
8687,3,3,3,9,Regulars
2447,2,2,2,6,At Risk
10140,4,3,5,12,Loyal
9353,2,3,4,9,Regulars
3623,3,2,1,6,Regulars
738,4,3,2,9,Regulars
7631,4,5,4,13,Champions
4789,1,4,5,10,Loyal
773,2,5,3,10,Loyal
10602,4,2,2,8,New Customers
1446,5,5,5,15,Champions
3270,1,2,2,5,At Risk
8443,5,2,2,9,New Customers
9653,5,2,2,9,New Customers
8916,2,1,1,4,At Risk
8017,1,2,1,4,At Risk
5830,1,4,5,10,Loyal
4597,2,4,5,11,Loyal
7023,1,3,3,7,Regulars
8086,4,2,1,7,New Customers
8825,3,5,3,11,Loyal
2930,5,4,5,14,Champions
1928,2,2,2,6,At Risk
7108,3,4,3,10,Loyal
10925,1,5,4,10,Loyal
9960,3,1,1,5,Regulars
9224,1,5,4,10,Loyal
5519,5,4,4,13,Champions
5046,1,5,5,11,Loyal
7037,3,3,3,9,Regulars
905,4,2,2,8,New Customers
8624,2,4,4,10,Loyal
8945,3,2,3,8,Regulars
6445,2,3,4,9,Regulars
2727,5,3,3,11,Loyal
6404,5,3,3,11,Loyal
11074,1,4,5,10,Loyal
10150,5,4,5,14,Champions
1968,4,1,1,6,New Customers
6534,1,1,2,4,At Risk
9485,4,2,3,9,New Customers
7053,2,4,5,11,Loyal
4654,3,4,5,12,Loyal
9760,4,5,5,14,Champions
1048,5,2,2,9,New Customers
10619,4,4,5,13,Champions
9308,3,3,4,10,Loyal
10505,1,3,4,8,Regulars
8362,5,4,5,14,Champions
2625,4,3,3,10,Loyal
4637,2,5,5,12,Loyal
9972,4,1,1,6,New Customers
4483,2,4,5,11,Loyal
4487,2,2,2,6,At Risk
4988,3,2,2,7,Regulars
8931,1,5,5,11,Loyal
5871,1,3,3,7,Regulars
2008,1,4,4,9,Regulars
3139,3,4,5,12,Loyal
10037,2,3,4,9,Regulars
10673,5,4,5,14,Champions
5303,3,4,4,11,Loyal
538,2,2,2,6,At Risk
7922,4,5,4,13,Champions
5692,1,1,1,3,At Risk
4843,1,4,4,9,Regulars
6383,2,2,1,5,At Risk
1628,3,3,4,10,Loyal
1204,3,5,5,13,Loyal
3673,3,5,4,12,Loyal
760,5,5,4,14,Champions
8957,3,4,4,11,Loyal
4128,3,4,4,11,Loyal
6810,2,3,5,10,Loyal
5386,2,4,5,11,Loyal
8700,1,2,2,5,At Risk
3202,2,4,5,11,Loyal
1328,3,4,4,11,Loyal
8405,1,3,3,7,Regulars
6515,1,1,1,3,At Risk
2882,4,3,4,11,Loyal
7574,1,1,1,3,At Risk
6387,4,2,2,8,New Customers
5320,4,3,2,9,Regulars
5048,3,2,2,7,Regulars
8146,1,1,1,3,At Risk
10031,3,3,1,7,Regulars
5748,1,3,3,7,Regulars
2134,1,4,4,9,Regulars
1523,4,2,2,8,New Customers
9665,3,3,3,9,Regulars
4640,2,5,4,11,Loyal
3635,2,4,3,9,Regulars
3547,5,2,2,9,New Customers
2456,1,3,2,6,At Risk
5633,3,3,3,9,Regulars
7801,1,4,4,9,Regulars
10489,4,5,5,14,Champions
7011,3,2,2,7,Regulars
2620,3,1,1,5,Regulars
3933,3,5,4,12,Loyal
10981,4,4,5,13,Champions
1734,4,2,2,8,New Customers
10995,5,2,2,9,New Customers
6357,4,4,3,11,Loyal
9209,1,5,5,11,Loyal
10286,5,5,4,14,Champions
2611,2,4,5,11,Loyal
1600,2,4,3,9,Regulars
3308,3,2,2,7,Regulars
5407,2,5,4,11,Loyal
2166,3,1,1,5,Regulars
3955,4,1,1,6,New Customers
6634,2,1,1,4,At Risk
3056,2,5,4,11,Loyal
5718,5,5,5,15,Champions
6872,3,3,3,9,Regulars
8164,5,4,5,14,Champions
4580,3,5,5,13,Loyal
9305,2,5,5,12,Loyal
453,5,2,1,8,New Customers
8545,5,3,5,13,Loyal
9850,4,1,1,6,New Customers
7378,4,4,3,11,Loyal
7646,2,5,4,11,Loyal
1640,3,2,2,7,Regulars
5184,2,1,1,4,At Risk
8492,4,5,5,14,Champions
11188,1,2,2,5,At Risk
1212,5,5,4,14,Champions
9097,4,3,3,10,Loyal
10473,4,4,3,11,Loyal
7962,5,3,5,13,Loyal
9984,4,4,4,12,Champions
5527,4,2,2,8,New Customers
6374,3,3,3,9,Regulars
7453,3,4,3,10,Loyal
8952,1,5,4,10,Loyal
241,3,4,5,12,Loyal
8975,3,2,2,7,Regulars
6119,3,1,1,5,Regulars
5236,4,4,5,13,Champions
5723,2,2,2,6,At Risk
1710,3,4,3,10,Loyal
1970,5,2,2,9,New Customers
5313,4,2,1,7,New Customers
10634,3,3,3,9,Regulars
7010,3,4,5,12,Loyal
8562,2,2,3,7,Regulars
3158,5,1,1,7,New Customers
4436,4,2,2,8,New Customers
5287,2,2,2,6,At Risk
2445,1,1,2,4,At Risk
6059,1,5,5,11,Loyal
4550,3,1,2,6,Regulars
4240,2,2,2,6,At Risk
8911,5,4,4,13,Champions
3706,3,2,2,7,Regulars
3628,1,2,2,5,At Risk
10175,5,1,1,7,New Customers
8985,3,5,5,13,Loyal
5204,4,4,5,13,Champions
9220,3,4,5,12,Loyal
9888,5,3,4,12,Loyal
5263,1,1,1,3,At Risk
1020,2,4,5,11,Loyal
9503,2,3,3,8,Regulars
10613,3,2,2,7,Regulars
67,5,2,2,9,New Customers
6019,5,1,2,8,New Customers
5863,1,4,4,9,Regulars
3717,2,4,4,10,Loyal
6730,1,2,1,4,At Risk
10749,2,3,2,7,Regulars
4998,1,3,4,8,Regulars
6287,5,1,1,7,New Customers
5985,5,2,2,9,New Customers
4754,1,2,2,5,At Risk
4002,5,5,4,14,Champions
8870,2,4,3,9,Regulars
966,1,5,4,10,Loyal
4767,3,4,5,12,Loyal
9725,5,1,1,7,New Customers
4475,1,5,5,11,Loyal
5740,5,2,2,9,New Customers
5731,2,1,1,4,At Risk
7290,2,4,4,10,Loyal
3846,1,3,3,7,Regulars
8104,4,3,3,10,Loyal
4507,1,4,5,10,Loyal
11013,1,3,4,8,Regulars
4491,5,5,5,15,Champions
3759,4,5,4,13,Champions
1162,4,4,4,12,Champions
2055,4,1,1,6,New Customers
10766,4,3,3,10,Loyal
4415,5,2,1,8,New Customers
3005,5,5,5,15,Champions
2223,3,5,5,13,Loyal
4817,1,1,1,3,At Risk
2875,1,5,4,10,Loyal
10536,2,2,1,5,At Risk
11112,4,5,5,14,Champions
3807,1,5,4,10,Loyal
9197,1,2,1,4,At Risk
10832,5,3,3,11,Loyal
6421,4,4,5,13,Champions
4207,4,5,5,14,Champions
577,5,1,1,7,New Customers
10855,5,3,3,11,Loyal
3081,2,1,1,4,At Risk
3535,2,3,4,9,Regulars
247,5,4,3,12,Champions
8707,5,3,5,13,Loyal
9523,1,1,1,3,At Risk
6072,5,4,5,14,Champions
6295,3,5,4,12,Loyal
10914,5,1,1,7,New Customers
1509,1,4,3,8,Regulars
5577,2,1,1,4,At Risk
7348,5,3,5,13,Loyal
1127,2,4,5,11,Loyal
1833,1,2,2,5,At Risk
4944,4,3,4,11,Loyal
9080,5,2,2,9,New Customers
6466,4,2,2,8,New Customers
9964,3,3,3,9,Regulars
4790,3,3,4,10,Loyal
10245,2,3,4,9,Regulars
1109,4,1,1,6,New Customers
6001,2,5,4,11,Loyal
5538,2,3,5,10,Loyal
10552,5,3,3,11,Loyal
1545,1,4,3,8,Regulars
7409,2,3,3,8,Regulars
4444,4,1,2,7,New Customers
146,2,4,5,11,Loyal
6271,5,1,2,8,New Customers
10065,4,2,2,8,New Customers
4741,5,4,3,12,Champions
246,2,4,3,9,Regulars
375,2,3,4,9,Regulars
1524,5,3,4,12,Loyal
10022,2,1,1,4,At Risk
7451,4,4,5,13,Champions
11010,2,2,1,5,At Risk
4356,2,3,5,10,Loyal
3885,5,1,2,8,New Customers
1175,4,3,3,10,Loyal
880,3,1,2,6,Regulars
2320,1,5,4,10,Loyal
850,5,4,4,13,Champions
4713,5,2,2,9,New Customers
675,2,3,3,8,Regulars
5025,4,2,2,8,New Customers
2308,3,3,3,9,Regulars
5995,3,4,3,10,Loyal
6749,2,4,5,11,Loyal
1010,1,2,2,5,At Risk
8977,3,1,1,5,Regulars
4756,3,5,5,13,Loyal
3412,2,3,4,9,Regulars
606,1,1,1,3,At Risk
5961,4,1,2,7,New Customers
2975,1,5,5,11,Loyal
2894,2,4,5,11,Loyal
7613,1,3,3,7,Regulars
10542,2,2,2,6,At Risk
8015,1,4,5,10,Loyal
10617,4,2,1,7,New Customers
11166,1,3,3,7,Regulars
849,2,4,4,10,Loyal
523,3,2,2,7,Regulars
4066,2,2,1,5,At Risk
8414,2,2,2,6,At Risk
819,1,5,4,10,Loyal
4961,3,2,2,7,Regulars
749,4,2,2,8,New Customers
5430,5,5,4,14,Champions
7755,1,3,3,7,Regulars
10525,3,1,1,5,Regulars
8310,1,5,5,11,Loyal
10710,2,1,1,4,At Risk
5031,5,5,5,15,Champions
2613,5,3,3,11,Loyal
213,1,2,1,4,At Risk
967,5,5,3,13,Champions
1077,3,3,4,10,Loyal
7959,5,2,5,12,New Customers
640,2,5,4,11,Loyal
4252,2,3,3,8,Regulars
8432,5,5,4,14,Champions
6218,2,3,3,8,Regulars
6905,3,4,4,11,Loyal
5922,3,3,3,9,Regulars
3598,3,4,3,10,Loyal
6116,5,1,2,8,New Customers
6263,4,2,2,8,New Customers
10486,3,3,4,10,Loyal
2410,2,3,4,9,Regulars
193,1,1,1,3,At Risk
3363,1,1,1,3,At Risk
8278,5,3,5,13,Loyal
10660,2,3,3,8,Regulars
8686,2,2,2,6,At Risk
1604,1,3,3,7,Regulars
5907,4,1,1,6,New Customers
10669,5,3,3,11,Loyal
2918,2,2,2,6,At Risk
5735,4,4,5,13,Champions
359,4,4,3,11,Loyal
8387,2,2,3,7,Regulars
1829,3,4,5,12,Loyal
3839,2,3,2,7,Regulars
9392,5,1,1,7,New Customers
2292,1,1,1,3,At Risk
10466,1,2,2,5,At Risk
9855,4,5,4,13,Champions
4088,4,2,2,8,New Customers
5231,5,1,1,7,New Customers
590,4,3,5,12,Loyal
8732,1,5,5,11,Loyal
2315,3,1,2,6,Regulars
3515,1,2,2,5,At Risk
2245,3,2,2,7,Regulars
6283,2,4,4,10,Loyal
2246,1,2,2,5,At Risk
6606,5,4,5,14,Champions
5545,2,3,4,9,Regulars
7342,5,5,4,14,Champions
837,5,3,2,10,Loyal
9500,2,4,4,10,Loyal
3602,3,2,3,8,Regulars
234,2,1,1,4,At Risk
2995,2,3,4,9,Regulars
1118,1,4,4,9,Regulars
7789,1,5,5,11,Loyal
3068,5,1,1,7,New Customers
8955,3,1,1,5,Regulars
945,3,2,2,7,Regulars
5644,1,3,3,7,Regulars
7192,3,4,3,10,Loyal
2324,5,5,4,14,Champions
697,2,4,5,11,Loyal
3439,2,3,3,8,Regulars
1506,4,2,2,8,New Customers
232,5,3,3,11,Loyal
8876,3,3,2,8,Regulars
4500,3,5,5,13,Loyal
9739,3,2,2,7,Regulars
10395,4,2,2,8,New Customers
1176,3,1,1,5,Regulars
1627,1,4,4,9,Regulars
938,4,2,2,8,New Customers
2740,1,2,2,5,At Risk
257,2,4,5,11,Loyal
4058,2,4,4,10,Loyal
7736,4,2,2,8,New Customers
8210,2,4,3,9,Regulars
833,2,2,2,6,At Risk
6230,3,3,2,8,Regulars
7325,1,1,1,3,At Risk
1307,5,2,2,9,New Customers
1502,2,2,1,5,At Risk
6211,3,1,1,5,Regulars
843,3,5,4,12,Loyal
4174,1,2,2,5,At Risk
9757,1,5,5,11,Loyal
6918,3,1,1,5,Regulars
286,3,3,2,8,Regulars
11086,5,1,1,7,New Customers
1921,2,2,2,6,At Risk
4138,2,5,4,11,Loyal
7718,4,2,4,10,New Customers
1291,1,3,3,7,Regulars
6862,2,3,1,6,At Risk
4136,2,2,2,6,At Risk
803,1,1,1,3,At Risk
4298,2,1,1,4,At Risk
10833,3,5,4,12,Loyal
9606,2,3,5,10,Loyal
8534,3,5,4,12,Loyal
5153,1,5,5,11,Loyal
961,1,3,4,8,Regulars
5011,3,5,4,12,Loyal
6653,2,4,3,9,Regulars
9094,4,3,3,10,Loyal
810,3,4,4,11,Loyal
5493,4,1,1,6,New Customers
2147,1,5,5,11,Loyal
5107,4,1,1,6,New Customers
3979,1,3,5,9,Regulars
6049,1,5,5,11,Loyal
8147,3,2,1,6,Regulars
1857,5,2,2,9,New Customers
3910,2,3,5,10,Loyal
5207,3,5,4,12,Loyal
11114,1,2,2,5,At Risk
5429,5,2,2,9,New Customers
9400,2,4,5,11,Loyal
7488,4,5,4,13,Champions
195,4,3,3,10,Loyal
635,3,5,3,11,Loyal
7527,1,2,2,5,At Risk
10319,3,4,5,12,Loyal
2296,5,1,1,7,New Customers
10637,2,2,2,6,At Risk
2931,1,4,5,10,Loyal
907,4,4,3,11,Loyal
3698,5,4,5,14,Champions
9516,1,5,5,11,Loyal
679,3,1,1,5,Regulars
7384,5,3,3,11,Loyal
5043,1,3,3,7,Regulars
5267,3,1,1,5,Regulars
339,1,4,3,8,Regulars
2516,1,2,2,5,At Risk
9010,1,5,5,11,Loyal
378,2,4,4,10,Loyal
4808,5,1,1,7,New Customers
5068,2,1,1,4,At Risk
7628,5,2,2,9,New Customers
7128,1,1,1,3,At Risk
2811,4,2,2,8,New Customers
3551,4,2,3,9,New Customers
1663,1,1,1,3,At Risk
5543,3,5,4,12,Loyal
1577,5,3,5,13,Loyal
10641,5,2,2,9,New Customers
5336,4,1,2,7,New Customers
6024,2,4,5,11,Loyal
1878,1,1,1,3,At Risk
3099,3,3,3,9,Regulars
6055,1,4,5,10,Loyal
5841,2,5,4,11,Loyal
3972,2,4,3,9,Regulars
4394,3,5,5,13,Loyal
5758,4,5,5,14,Champions
6658,4,5,5,14,Champions
4603,3,4,4,11,Loyal
8427,2,5,5,12,Loyal
10260,2,3,3,8,Regulars
7143,5,5,4,14,Champions
8789,2,3,3,8,Regulars
6197,4,2,2,8,New Customers
4554,1,3,3,7,Regulars
4937,2,1,1,4,At Risk
1920,3,2,2,7,Regulars
8749,2,1,2,5,At Risk
1650,5,5,5,15,Champions
10377,4,3,3,10,Loyal
9206,4,5,4,13,Champions
10971,4,3,3,10,Loyal
6398,5,2,1,8,New Customers
9212,5,5,5,15,Champions
7937,1,2,2,5,At Risk
839,3,2,2,7,Regulars
4246,5,1,3,9,New Customers
158,5,3,5,13,Loyal
4832,1,2,2,5,At Risk
5621,5,3,3,11,Loyal
1945,5,4,5,14,Champions
5147,3,5,5,13,Loyal
2535,4,4,4,12,Champions
11039,3,3,3,9,Regulars
9495,4,3,4,11,Loyal
9635,5,2,2,9,New Customers
2173,4,1,1,6,New Customers
942,4,3,3,10,Loyal
9386,1,3,3,7,Regulars
5510,5,3,3,11,Loyal
873,5,5,5,15,Champions
2253,5,1,2,8,New Customers
5181,3,1,1,5,Regulars
979,5,2,2,9,New Customers
10390,4,1,1,6,New Customers
4698,4,3,3,10,Loyal
7793,5,5,4,14,Champions
1745,1,4,5,10,Loyal
10590,1,5,5,11,Loyal
5080,5,3,5,13,Loyal
8369,4,1,1,6,New Customers
5232,4,2,3,9,New Customers
2407,5,4,5,14,Champions
3834,4,5,4,13,Champions
7912,2,2,2,6,At Risk
7712,2,4,4,10,Loyal
1065,1,4,5,10,Loyal
7275,4,2,2,8,New Customers
1343,3,4,3,10,Loyal
1384,5,2,2,9,New Customers
9967,4,5,3,12,Champions
6181,4,5,4,13,Champions
10507,5,3,4,12,Loyal
2674,2,3,4,9,Regulars
2698,3,3,3,9,Regulars
3231,1,1,1,3,At Risk
4096,4,3,2,9,Regulars
10476,5,2,3,10,New Customers
5948,1,3,3,7,Regulars
9140,1,2,2,5,At Risk
10258,1,1,1,3,At Risk
5675,1,5,3,9,Regulars
4743,2,5,4,11,Loyal
8805,5,3,3,11,Loyal
1542,4,4,3,11,Loyal
6770,5,2,2,9,New Customers
8773,4,3,3,10,Loyal
10475,4,3,3,10,Loyal
10420,3,2,3,8,Regulars
7514,2,3,2,7,Regulars
2902,1,1,1,3,At Risk
4345,3,1,1,5,Regulars
793,4,1,1,6,New Customers
10909,5,4,5,14,Champions
3769,5,1,1,7,New Customers
8702,5,1,1,7,New Customers
4791,4,1,1,6,New Customers
2963,3,4,5,12,Loyal
8216,5,3,3,11,Loyal
8140,3,2,2,7,Regulars
10146,5,1,1,7,New Customers
5289,4,1,2,7,New Customers
2587,4,2,1,7,New Customers
4405,5,5,4,14,Champions
8663,1,1,1,3,At Risk
2589,2,2,2,6,At Risk
3421,2,5,4,11,Loyal
10490,5,3,3,11,Loyal
4094,1,3,3,7,Regulars
9958,3,4,4,11,Loyal
2534,5,2,2,9,New Customers
4188,3,3,3,9,Regulars
6613,4,5,4,13,Champions
10827,3,2,2,7,Regulars
5491,2,3,3,8,Regulars
8402,3,5,4,12,Loyal
8783,3,4,3,10,Loyal
10010,3,2,2,7,Regulars
618,5,5,4,14,Champions
9121,3,3,5,11,Loyal
361,1,1,1,3,At Risk
2678,2,2,3,7,Regulars
6376,1,4,3,8,Regulars
524,3,1,2,6,Regulars
10341,3,2,3,8,Regulars
5654,4,2,2,8,New Customers
4098,5,2,1,8,New Customers
5824,5,1,1,7,New Customers
7000,5,5,4,14,Champions
2561,3,5,5,13,Loyal
5229,1,1,1,3,At Risk
4086,2,1,2,5,At Risk
2428,4,2,2,8,New Customers
8254,3,1,1,5,Regulars
2836,2,1,1,4,At Risk
8418,2,2,2,6,At Risk
1362,2,3,3,8,Regulars
7152,2,1,1,4,At Risk
10033,3,1,1,5,Regulars
9349,1,5,4,10,Loyal
274,2,2,1,5,At Risk
3388,5,3,3,11,Loyal
922,2,1,1,4,At Risk
8588,1,3,3,7,Regulars
2518,5,1,1,7,New Customers
574,1,2,2,5,At Risk
3220,4,2,2,8,New Customers
5967,2,2,2,6,At Risk
1183,5,1,1,7,New Customers
6856,2,2,2,6,At Risk
4530,4,5,5,14,Champions
1553,2,5,5,12,Loyal
4682,1,3,3,7,Regulars
8204,1,4,5,10,Loyal
5221,1,5,4,10,Loyal
1232,3,3,5,11,Loyal
1927,3,3,4,10,Loyal
5788,3,3,3,9,Regulars
6652,4,3,4,11,Loyal
6246,3,5,5,13,Loyal
5975,1,1,2,4,At Risk
6875,4,3,3,10,Loyal
4399,5,3,4,12,Loyal
4042,1,2,2,5,At Risk
2157,3,2,2,7,Regulars
10133,5,5,5,15,Champions
2525,2,4,3,9,Regulars
8233,5,4,3,12,Champions
9483,4,5,4,13,Champions
2945,4,1,1,6,New Customers
10403,3,2,1,6,Regulars
5074,5,1,1,7,New Customers
10524,4,4,4,12,Champions
4690,3,4,3,10,Loyal
7521,3,4,5,12,Loyal
7196,4,1,1,6,New Customers
4406,4,5,5,14,Champions
9672,1,2,2,5,At Risk
4864,2,3,2,7,Regulars
4706,2,1,1,4,At Risk
4070,1,4,4,9,Regulars
25,5,4,4,13,Champions
3697,4,2,2,8,New Customers
217,2,5,5,12,Loyal
4220,4,2,2,8,New Customers
5286,2,2,3,7,Regulars
9559,2,5,4,11,Loyal
2849,4,5,4,13,Champions
7787,1,5,4,10,Loyal
3102,4,1,1,6,New Customers
5868,3,1,1,5,Regulars
8370,3,4,4,11,Loyal
9988,1,5,4,10,Loyal
2939,1,3,5,9,Regulars
5529,3,5,3,11,Loyal
9743,1,5,5,11,Loyal
5763,2,4,3,9,Regulars
3478,5,5,4,14,Champions
7494,5,3,3,11,Loyal
1763,2,5,5,12,Loyal
7250,3,5,3,11,Loyal
2005,1,2,2,5,At Risk
